month,week_of_month,day_of_week,make,accident_area,month_claimed,week_of_month_claimed,day_of_week_claimed,year,weeks_past,is_holidayweek_claim,sex,marital_status,fault,vehicle_category,vehicle_price,rep_number,deductible,driver_rating,days_policy-accident,days_policy-claim,past_number_of_claims,age_of_vehicle,age_of_policy-holder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change-claim,number_of_cars,base_policy,class
jan,3,tuesday,chevrolet,urban,jan,4,fri,1994,1,0,male,single,policy-holder,sedan,>69,3,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,4<=X<=8,<3,collision,legal
may,2,friday,pontiac,urban,may,2,fri,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,5,400,1,>30,>30,none,7,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,fraud
jan,2,friday,honda,urban,jan,2,fri,1994,0,0,male,single,policy-holder,sport,>69,3,400,4,>30,>30,2<=X<=4,4-Jan,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,2,friday,honda,urban,jan,2,mon,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,3,400,2,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
jan,1,thursday,honda,rural,jan,2,fri,1994,1,0,male,married,policy-holder,sport,20<=X<=29,9,400,2,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,1,wednesday,chevrolet,urban,jan,2,sat,1994,1,0,female,married,third-party,sedan,30<=X<=39,14,400,1,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jan,1,wednesday,mazda,urban,jan,2,fri,1994,1,0,male,single,policy-holder,sedan,30<=X<=39,2,400,2,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,collision,legal
dec,5,wednesday,toyota,urban,jan,1,mon,1994,1,1,male,married,third-party,sedan,20<=X<=29,1,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
apr,2,tuesday,vW,urban,apr,2,wed,1994,0,0,male,married,policy-holder,sedan,>69,4,400,4,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
mar,3,saturday,toyota,urban,mar,4,fri,1994,1,0,male,single,policy-holder,sedan,20<=X<=29,1,500,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,1<=X<=2,2<=X<=3,<3,collision,legal
mar,1,thursday,mazda,rural,mar,1,mon,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,14,400,1,>30,>30,one,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
may,2,friday,honda,urban,jun,2,sat,1994,5,0,male,married,third-party,sedan,>69,10,400,2,>30,>30,none,4-Jan,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,3,sunday,chevrolet,urban,feb,4,wed,1994,1,1,male,married,policy-holder,sedan,30<=X<=39,14,400,1,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,3,saturday,mazda,urban,feb,4,fri,1994,1,1,male,married,third-party,sport,20<=X<=29,1,400,3,>30,>30,one,7,36<=X<=40,no,no,internal,1<=X<=2,none,<3,liability,legal
feb,3,saturday,mazda,urban,feb,4,mon,1994,1,1,male,married,policy-holder,sedan,30<=X<=39,7,400,2,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
feb,3,monday,pontiac,urban,feb,3,thu,1994,0,0,female,married,policy-holder,sedan,<20,4,400,4,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,5,monday,pontiac,urban,feb,2,mon,1994,2,0,male,married,third-party,sedan,20<=X<=29,3,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,5,friday,pontiac,urban,jan,5,fri,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,14,400,3,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
jan,5,friday,pontiac,urban,feb,2,wed,1994,2,0,male,married,policy-holder,sport,20<=X<=29,4,400,3,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,liability,legal
jan,2,wednesday,saab,rural,jan,2,thu,1994,0,0,female,married,policy-holder,sedan,30<=X<=39,10,400,3,>30,>30,none,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
jan,2,tuesday,mazda,urban,jan,2,wed,1994,0,0,female,married,third-party,sport,20<=X<=29,12,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jan,2,wednesday,mazda,urban,jan,2,thu,1994,0,0,male,married,third-party,sport,20<=X<=29,10,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,4<=X<=8,<3,liability,legal
jan,2,wednesday,honda,urban,jan,2,wed,1994,0,0,female,married,policy-holder,sport,20<=X<=29,13,400,2,>30,>30,one,4-Jan,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
feb,1,sunday,mercury,urban,feb,3,thu,1994,2,0,male,single,policy-holder,sport,>69,12,400,2,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
feb,1,sunday,chevrolet,urban,feb,2,mon,1994,1,0,male,married,third-party,sport,30<=X<=39,8,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,liability,legal
jan,4,sunday,mazda,urban,jan,4,mon,1994,0,0,male,single,policy-holder,sport,30<=X<=39,16,400,1,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,4,friday,toyota,urban,jan,4,tue,1994,0,0,male,married,third-party,sedan,20<=X<=29,8,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jan,4,friday,pontiac,rural,feb,1,thu,1994,2,0,male,married,policy-holder,sedan,<20,4,400,2,>30,>30,none,6,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,2,thursday,honda,urban,jan,2,thu,1994,0,0,female,single,policy-holder,sport,20<=X<=29,11,400,3,>30,>30,one,6,31<=X<=35,no,no,external,none,one,<3,liability,legal
jan,3,saturday,pontiac,urban,jan,3,wed,1994,0,1,male,married,policy-holder,sport,20<=X<=29,7,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,3,friday,honda,urban,jan,3,wed,1994,0,1,male,single,third-party,sport,>69,5,400,2,>30,>30,one,4-Jan,18<=X<=20,no,no,external,none,none,<3,collision,legal
dec,5,friday,honda,urban,jan,1,mon,1994,1,1,male,married,policy-holder,sport,>69,5,400,2,>30,>30,one,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
dec,4,friday,pontiac,urban,jan,2,thu,1994,3,0,male,married,policy-holder,sedan,20<=X<=29,9,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,all-perils,legal
dec,4,thursday,chevrolet,urban,jan,1,wed,1994,2,1,male,single,third-party,sedan,20<=X<=29,5,400,3,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,2,monday,honda,urban,jan,3,fri,1994,1,1,male,single,policy-holder,sedan,>69,11,400,1,>30,>30,2<=X<=4,4-Jan,16<=X<=17,no,no,external,none,none,<3,all-perils,legal
jan,2,monday,pontiac,urban,jan,3,wed,1994,1,1,male,married,policy-holder,sport,20<=X<=29,9,400,2,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,none,<3,liability,legal
jan,2,monday,mazda,urban,jan,2,wed,1994,0,0,male,single,third-party,sport,>69,16,400,1,>30,>30,none,5,26<=X<=30,no,no,external,>5,none,<3,collision,legal
may,3,saturday,pontiac,rural,may,3,wed,1994,0,0,male,single,policy-holder,sedan,30<=X<=39,1,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,3<=X<=4,collision,fraud
jan,1,sunday,vW,urban,jan,1,mon,1994,0,1,male,single,policy-holder,sedan,>69,2,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
jan,1,monday,toyota,urban,jan,1,tue,1994,0,1,female,single,policy-holder,sport,20<=X<=29,5,400,3,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
dec,5,thursday,pontiac,urban,jan,2,fri,1994,2,0,female,single,policy-holder,sport,20<=X<=29,5,400,2,>30,>30,one,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
dec,4,monday,pontiac,urban,jan,1,tue,1994,2,1,male,married,policy-holder,sedan,20<=X<=29,3,400,1,>30,>30,none,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
dec,5,tuesday,pontiac,urban,jan,1,mon,1994,1,1,male,single,policy-holder,sport,>69,9,400,1,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,1<=X<=2,4<=X<=8,<3,liability,legal
dec,5,friday,ford,urban,jan,1,tue,1994,1,1,male,married,policy-holder,sedan,>69,2,400,2,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
dec,5,friday,accura,urban,jan,2,mon,1994,2,0,male,married,policy-holder,utility,>69,10,400,1,>30,>30,none,8,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,legal
dec,5,thursday,honda,urban,jan,1,wed,1994,1,1,male,married,policy-holder,sport,20<=X<=29,16,400,2,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,liability,legal
dec,5,thursday,chevrolet,urban,jan,1,mon,1994,1,1,female,married,policy-holder,sport,>69,16,700,2,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jan,1,monday,honda,urban,jan,1,mon,1994,0,1,male,married,third-party,sedan,20<=X<=29,2,400,3,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
jan,1,monday,honda,urban,jan,1,tue,1994,0,1,female,single,policy-holder,sedan,>69,6,400,4,>30,>30,none,5,31<=X<=35,no,no,external,>5,none,<3,collision,legal
may,3,saturday,ford,rural,may,4,mon,1994,1,0,male,married,third-party,sedan,60<=X<=69,14,400,4,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
may,3,saturday,toyota,urban,may,3,tue,1994,0,0,male,married,third-party,sedan,20<=X<=29,15,400,1,>30,>30,>4,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
jan,1,thursday,toyota,urban,jan,2,fri,1994,1,0,male,single,policy-holder,sedan,<20,10,400,4,>30,>30,one,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jan,2,monday,chevrolet,urban,jan,2,thu,1994,0,0,male,single,policy-holder,sedan,>69,10,400,2,>30,>30,>4,6,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
jan,2,saturday,toyota,urban,jan,2,thu,1994,0,0,female,married,policy-holder,sedan,20<=X<=29,13,400,4,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,1<=X<=2,none,<3,collision,legal
jan,2,saturday,pontiac,urban,jan,2,wed,1994,0,0,male,married,policy-holder,sport,30<=X<=39,12,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
jan,2,saturday,chevrolet,urban,jan,2,mon,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,2<=X<=4,8,>65,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,2,wednesday,honda,urban,jan,2,thu,1994,0,0,male,single,third-party,sport,>69,12,400,1,>30,>30,one,4-Jan,16<=X<=17,no,no,external,none,none,<3,liability,legal
jan,3,friday,pontiac,urban,jan,3,tue,1994,0,1,male,married,policy-holder,sport,30<=X<=39,3,400,1,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
jan,3,friday,toyota,rural,jan,3,fri,1994,0,1,male,single,policy-holder,sport,>69,11,400,2,>30,>30,>4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
jan,3,wednesday,toyota,urban,jan,4,wed,1994,1,0,male,married,policy-holder,sedan,30<=X<=39,1,400,3,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
jan,3,tuesday,toyota,urban,jan,3,tue,1994,0,1,male,married,third-party,sedan,20<=X<=29,8,500,1,>30,>30,one,8,41<=X<=50,no,no,external,none,2<=X<=3,<3,all-perils,legal
jan,3,tuesday,mazda,rural,jan,3,thu,1994,0,1,male,married,third-party,sedan,30<=X<=39,3,400,3,>30,>30,one,5,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
mar,3,monday,accura,urban,mar,3,thu,1994,0,0,male,married,policy-holder,sedan,30<=X<=39,15,400,1,>30,>30,>4,5,41<=X<=50,no,no,external,1<=X<=2,none,<3,all-perils,legal
may,3,sunday,pontiac,urban,may,3,mon,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,16,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,4<=X<=8,<3,collision,fraud
jan,1,monday,dodge,urban,jan,4,wed,1994,3,0,male,married,third-party,sedan,30<=X<=39,5,400,3,>30,>30,>4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
jan,1,tuesday,pontiac,urban,jan,1,wed,1994,0,1,male,married,policy-holder,sedan,30<=X<=39,7,400,3,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jan,2,tuesday,honda,urban,jan,2,tue,1994,0,0,female,single,policy-holder,sport,20<=X<=29,13,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
jan,2,wednesday,pontiac,urban,feb,2,mon,1994,5,0,male,married,policy-holder,sedan,20<=X<=29,6,400,3,>30,>30,2<=X<=4,6,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,2,friday,honda,urban,jan,2,fri,1994,0,0,male,single,third-party,sedan,20<=X<=29,1,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
may,3,sunday,toyota,urban,may,3,fri,1994,0,0,female,single,policy-holder,sport,20<=X<=29,4,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,4,wednesday,toyota,urban,feb,1,wed,1994,2,0,male,married,policy-holder,sport,20<=X<=29,6,400,3,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
may,3,sunday,saab,urban,may,4,wed,1994,1,0,male,married,policy-holder,sedan,30<=X<=39,4,400,1,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,all-perils,fraud
feb,2,wednesday,mazda,urban,feb,2,fri,1994,0,0,male,single,policy-holder,sedan,40<=X<=59,4,400,2,>30,>30,2<=X<=4,7,31<=X<=35,yes,no,external,1<=X<=2,none,<3,all-perils,legal
sep,4,saturday,pontiac,urban,oct,3,fri,1994,4,0,male,married,third-party,sedan,20<=X<=29,13,400,2,>30,>30,one,6,36<=X<=40,no,no,external,none,none,<3,collision,legal
sep,4,saturday,pontiac,urban,nov,1,wed,1994,7,0,male,married,policy-holder,sedan,30<=X<=39,10,400,3,>30,>30,>4,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
feb,2,monday,toyota,urban,feb,2,mon,1994,0,0,male,married,policy-holder,sedan,<20,10,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,collision,legal
may,3,sunday,chevrolet,urban,may,3,wed,1994,0,0,female,married,third-party,sedan,20<=X<=29,3,400,3,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
feb,2,thursday,saab,urban,feb,2,fri,1994,0,0,male,married,third-party,sedan,30<=X<=39,10,700,3,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
feb,1,monday,chevrolet,rural,feb,2,tue,1994,1,0,male,single,policy-holder,sedan,30<=X<=39,1,400,4,>30,>30,none,7,31<=X<=35,no,no,external,3<=X<=5,none,3<=X<=4,collision,legal
feb,1,monday,honda,urban,feb,2,wed,1994,1,0,male,single,policy-holder,sedan,30<=X<=39,12,400,4,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,2,wednesday,mazda,urban,feb,2,thu,1994,0,0,male,single,third-party,sedan,30<=X<=39,14,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,5<=X<=8,collision,legal
may,3,sunday,pontiac,urban,jun,1,fri,1994,3,0,male,single,policy-holder,sedan,20<=X<=29,3,400,2,>30,>30,none,6,26<=X<=30,no,no,external,1<=X<=2,none,<3,all-perils,fraud
feb,1,friday,pontiac,urban,mar,4,thu,1994,8,0,male,single,third-party,sedan,30<=X<=39,8,400,1,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,4,wednesday,pontiac,urban,feb,1,fri,1994,2,0,female,married,policy-holder,sedan,30<=X<=39,16,400,2,none,15<=X<=30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
mar,2,sunday,pontiac,urban,mar,3,mon,1994,1,0,male,married,policy-holder,sedan,<20,14,400,4,>30,>30,none,8,41<=X<=50,no,no,external,none,4<=X<=8,<3,all-perils,legal
mar,2,sunday,chevrolet,rural,mar,4,mon,1994,2,0,male,single,policy-holder,sport,>69,4,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
feb,2,tuesday,toyota,urban,feb,2,wed,1994,0,0,male,married,policy-holder,sport,20<=X<=29,8,400,1,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
feb,2,tuesday,toyota,urban,mar,1,wed,1994,4,0,male,single,policy-holder,sedan,20<=X<=29,4,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
feb,1,tuesday,toyota,urban,feb,1,wed,1994,0,0,male,married,policy-holder,sport,20<=X<=29,7,400,2,>30,>30,>4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,liability,legal
jan,5,friday,pontiac,urban,feb,2,wed,1994,2,0,male,married,policy-holder,sedan,<20,15,400,2,>30,>30,none,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,all-perils,legal
jan,5,saturday,pontiac,urban,mar,2,tue,1994,7,0,male,married,policy-holder,sedan,30<=X<=39,7,400,2,>30,>30,none,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
jan,4,friday,honda,urban,jan,4,mon,1994,0,0,female,single,third-party,sedan,<20,10,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,4,sunday,honda,urban,jan,4,wed,1994,0,0,male,single,policy-holder,sport,20<=X<=29,1,400,4,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
jan,3,wednesday,ford,urban,jan,4,fri,1994,1,0,male,married,policy-holder,sedan,40<=X<=59,12,400,1,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
jan,3,monday,toyota,rural,feb,1,tue,1994,3,0,female,single,third-party,sedan,20<=X<=29,10,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
may,3,monday,pontiac,urban,may,3,wed,1994,0,0,male,married,third-party,sedan,20<=X<=29,10,400,4,>30,>30,one,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,collision,legal
jan,2,thursday,pontiac,urban,feb,4,tue,1994,7,1,male,single,policy-holder,sedan,>69,15,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
jan,1,sunday,toyota,urban,jan,2,mon,1994,1,0,male,married,policy-holder,sedan,20<=X<=29,8,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
dec,5,tuesday,toyota,urban,feb,3,wed,1994,8,0,male,single,third-party,sedan,20<=X<=29,13,400,3,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
dec,3,thursday,ford,urban,mar,3,tue,1994,15,0,male,married,policy-holder,sedan,<20,12,400,3,>30,>30,one,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
dec,2,wednesday,mercury,urban,jan,3,wed,1994,6,1,male,married,policy-holder,sedan,>69,1,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
feb,3,monday,mazda,urban,feb,3,tue,1994,0,0,male,single,policy-holder,sedan,20<=X<=29,4,400,1,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
feb,3,monday,toyota,rural,feb,3,tue,1994,0,0,male,married,third-party,sedan,<20,10,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
mar,5,wednesday,toyota,urban,mar,5,fri,1994,0,0,male,married,third-party,sedan,20<=X<=29,2,400,1,>30,>30,one,8,36<=X<=40,no,no,external,>5,none,<3,collision,legal
mar,3,saturday,toyota,urban,mar,4,tue,1994,1,0,female,married,policy-holder,sedan,20<=X<=29,9,400,3,>30,>30,one,6,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
mar,3,sunday,honda,urban,mar,3,mon,1994,0,0,male,married,policy-holder,sport,20<=X<=29,10,400,1,>30,>30,>4,8,41<=X<=50,no,no,external,none,4<=X<=8,<3,liability,legal
mar,2,friday,mazda,urban,mar,2,fri,1994,0,0,male,married,policy-holder,sport,20<=X<=29,10,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
mar,2,thursday,pontiac,urban,mar,2,thu,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,none,7,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jul,2,sunday,toyota,urban,jul,4,wed,1994,2,0,male,single,policy-holder,sedan,20<=X<=29,2,400,1,>30,>30,none,5,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,2,monday,pontiac,urban,feb,4,tue,1994,2,1,male,married,policy-holder,sport,30<=X<=39,3,400,2,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
mar,2,friday,saturn,urban,mar,2,mon,1994,0,0,male,single,policy-holder,sedan,30<=X<=39,12,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
may,3,monday,toyota,urban,may,3,tue,1994,0,0,male,single,policy-holder,sport,30<=X<=39,9,500,3,>30,>30,>4,7,36<=X<=40,no,no,external,>5,2<=X<=3,<3,liability,legal
may,3,monday,chevrolet,urban,may,4,tue,1994,1,0,male,single,policy-holder,sedan,20<=X<=29,14,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,fraud
may,3,monday,pontiac,urban,may,3,tue,1994,0,0,male,single,policy-holder,sedan,<20,8,400,4,>30,>30,one,8,>65,no,no,external,3<=X<=5,none,<3,all-perils,fraud
nov,1,friday,honda,urban,nov,1,fri,1994,0,0,female,single,policy-holder,sport,30<=X<=39,6,400,4,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
may,3,monday,toyota,rural,may,3,wed,1994,0,0,male,single,policy-holder,sport,20<=X<=29,5,400,2,>30,>30,2<=X<=4,4-Jan,31<=X<=35,no,no,internal,none,none,<3,liability,legal
aug,1,friday,pontiac,urban,aug,3,tue,1994,2,0,male,married,policy-holder,sedan,30<=X<=39,1,400,4,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
apr,1,monday,mazda,urban,apr,1,tue,1994,0,1,male,single,third-party,sedan,20<=X<=29,12,400,4,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
apr,1,wednesday,pontiac,urban,apr,2,wed,1994,1,0,male,married,policy-holder,sedan,<20,3,400,1,>30,>30,none,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,all-perils,legal
apr,3,saturday,ford,urban,apr,4,tue,1994,1,0,male,married,policy-holder,sedan,<20,7,400,3,>30,>30,none,7,31<=X<=35,no,no,external,3<=X<=5,one,3<=X<=4,all-perils,legal
apr,2,wednesday,pontiac,urban,apr,3,mon,1994,1,0,male,married,third-party,sedan,20<=X<=29,7,400,2,>30,>30,one,6,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
apr,2,wednesday,mazda,rural,apr,3,wed,1994,1,0,male,married,third-party,sedan,20<=X<=29,3,400,2,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
apr,2,monday,mazda,urban,apr,2,tue,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,3,400,3,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
may,5,monday,chevrolet,urban,may,5,mon,1994,0,1,male,married,policy-holder,sport,20<=X<=29,4,400,4,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
may,1,friday,chevrolet,urban,may,3,fri,1994,2,0,female,married,policy-holder,sedan,>69,4,400,4,>30,>30,none,5,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
jun,5,thursday,honda,rural,jul,1,fri,1994,1,0,male,married,policy-holder,sport,>69,15,400,4,>30,>30,2<=X<=4,4-Jan,31<=X<=35,no,no,external,none,none,<3,liability,legal
aug,4,tuesday,mazda,rural,sep,2,thu,1994,3,1,male,single,policy-holder,sport,20<=X<=29,9,400,2,>30,>30,>4,6,31<=X<=35,no,no,external,1<=X<=2,4<=X<=8,<3,liability,legal
aug,3,tuesday,pontiac,urban,aug,4,wed,1994,1,0,male,married,policy-holder,sedan,30<=X<=39,2,400,1,>30,>30,one,8,>65,no,no,external,none,none,<3,all-perils,legal
may,3,monday,honda,urban,may,3,wed,1994,0,0,male,married,policy-holder,sedan,30<=X<=39,10,400,1,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,collision,fraud
sep,4,tuesday,mazda,urban,sep,4,tue,1994,0,0,male,married,third-party,sedan,30<=X<=39,2,400,1,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
sep,4,thursday,toyota,urban,sep,4,tue,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
